id,genre,track_name,artist_name,valence,energy
28TbVu2FO5BuiY2ZszGiLm,death-metal,Covenant of Death,Morbid Angel,0.22,0.963
61dY90MlJd6zuAZ8nrjBml,death-metal,Justifiable Homicide - Bonus Track,Dismember,0.263,0.951
5Z0S8in5cuziBxuTP0mCOV,death-metal,Black Tears,Edge Of Sanity,0.256,0.93
4fVsWHnujGYgnbqQRphv0V,death-metal,Marital Decimation,Suffocation,0.419,0.959
4CdkR7ZjvlKU9MrX07KRDe,death-metal,Low Life,Death,0.289,0.951
3NLUCyLS1HLrzkbsKg30lJ,death-metal,Summoning Redemption,Morbid Angel,0.0485,0.949
1weevptDArxQeafoYavv6v,death-metal,The Jesters Dance,In Flames,0.429,0.937
6uFzWmKUULpFbWXzDZu2Tw,death-metal,Beginning of Sorrow,Suffocation,0.222,0.99
2C7qbrz1OBX7n8mwOjqlro,death-metal,Through The Shadows,Insomnium,0.157,0.972
55z8YmB6aRSQuoC0e5iZ1c,death-metal,Babylon's Pride,Decapitated,0.117,0.981
0MsNZVVK4jHNZzEnbijWz7,deep-house,Do It Do It Do It,Sebastian Wojkowski,0.704,0.818
4poJWvblqE3AxORvFFPgoU,deep-house,My Sister - Original Mix,WEISS,0.43,0.518
6v1ocduMHSbBzo7Ol4FG3W,deep-house,Like You,Hot Since 82,0.575,0.654
2sbbgdB0PSErLG8SQFhLvj,deep-house,C O O L - Ben Pearce Remix,Le Youth,0.383,0.812
7DB9zSMsNdUSi3jETZdU0K,deep-house,The More I Want - Eivissa Edit,Various Artists,0.692,0.397
5Ya9w6cXRLQOgdUOu9X2fr,deep-house,Sedona - Andre Lodemann Remix,Jean Vanesse,0.274,0.797
3OhINfZqt7FHDbJ0AEKMkh,deep-house,Body Language,Various Artists,0.938,0.745
1hxKLsHN7O0H6eAr9ZUUmp,deep-house,Wildfang - Mollono.Bass Remix,Oliver Schories,0.0965,0.688
6JrH6GWI1tQi4FPFoEcuA6,deep-house,Epikur,DAVID AUGUST,0.142,0.598
6og5fLPMYYwHtmeMpMUzYX,deep-house,Waiting for You - Fingerpaint Remix,Kris Menace,0.393,0.704
5TGpeMlR6uYQ04SBtOWsrU,deep-house,Keep Control - Hosh Radio Edit,Sono,0.299,0.72
1v0ylxDGAX86zKiL1io4Aj,deep-house,What Love Is Made of,Katy B,0.426,0.566
0eBmWrGlvKAbqwgx1y2CEe,deep-house,Spirit - MAW Mix,Various Artists,0.827,0.368
1EyMCAegp7sU41n561SpVK,deep-house,To Hold You - Tuomas Salmela's Finnish This Remix,Hesohi,0.304,0.821
7kGyj0aCEkkHo73FZ67eEB,deep-house,Murdered Out - Original Mix,Pleasurekraft & Belocca,0.686,0.45
1Sbt2hLFI5TlilYEC7UNuW,deep-house,Stay High Baby,Various Artists,0.247,0.663
5sEcSHuVeHytHkdXlq20Wy,deep-house,Love Inc - Booka's Deep Inc Radio Mix,Booka Shade,0.535,0.6
2pfKz8DPmVsO0uBMSDK7vO,deep-house,Brooklyn - Original Mix,Groovebox,0.15,0.884
6Xt6WsGlcU4iBXxjQxjAfy,deep-house,It’s You - San Soda’s Panorama Bar Acca Version,Various Artists,0.44,0.596
1DFPAsyixJXTqmCQuEZ3kx,deep-house,Ole (Remix),Various Artists,0.423,0.211
3PVYUZeSoKHQAAhucP1GpN,deep-house,Baby I Got That - Justin Martin Endless Summer Remix,Bondax,0.739,0.901
6ocWi01hGuVeJLbBeGwhNm,deep-house,No Illusion,Karmon,0.536,0.515
1xqjLdtB558KjSo7zvOXua,deep-house,Stay,Henry Krinkle,0.0763,0.494
0PzIY2m1OSdOE2ube5E3xl,deep-house,Maiden - Yen Sleep Remix,Various Artists,0.216,0.861
70HAxYej74NlnTuOjD9KW3,deep-house,Got A Feeling - Bontan Remix,Josh Butler,0.279,0.495
4yzQHDOciM8cBKmURIkeFx,deep-house,Celebrate - Radio Mix,JazzyFunk,0.424,0.631
76XRmj5gb36yjYIOZcunbF,deep-house,Inkwell,Huxley,0.423,0.831
3UQ7GLdYhcWDCZSh1DPWoW,deep-house,Yvette,Marek Hemmann,0.264,0.527
54hoWgqeSIk05I79dIPUie,deep-house,Your Love - Original Club Mix,Mark Knight,0.506,0.857
6oDVmBRNYzuieJdr6xwVhn,deep-house,Spoons,Rudimental,0.706,0.583
258cvFtDJrigXopveo5BPr,deep-house,F For You,Disclosure,0.426,0.692
3r9tfFnqaBLn0w7O2Ytr4c,deep-house,Disco On the Dancefloor,Kellerkind,0.572,0.792
0EoQOHYpuh0utkqMmDHyPj,deep-house,Everyday & Everynight - KANT Remix,Nolan,0.56,0.54
27oaG5I9Wyb0txvUj3Y1aK,deep-house,Maeva,Joris Delacroix,0.303,0.655
7Hc8tJ6SAh3KRSV7ElVDN3,deep-house,Odyssey,Gorgon City,0.262,0.834
0AOMAzwfi6hse9Z3vRp0qU,deep-house,Paper Aeroplane - Radio Edit,Francesco Rossi,0.591,0.921
4bOsQRvzryjNUAAt4H865D,deep-house,Voyage Trinidadian - Original,Trinidadian Deep,0.407,0.822
2yZWWWwsri4JJqRTdhRMG5,deep-house,November Morning,Stimming,0.38,0.313
5embwg62CWtnOXOgEoPJbd,deep-house,Love's Got Me High - Jimpster Remix,Terrence Parker,0.497,0.713
7JN3XR7ZO5h2W42UBK561I,deep-house,Anubis,Various Artists,0.75,0.562
0E6WwF00sbYuNVaXBzeelv,deep-house,Prescriptions,Mujaba,0.793,0.599
5v2a4gGFiF3LLPuyi3kzY1,deep-house,Love Inc.,Booka Shade,0.119,0.736
40LVW7JhnBLm2G7BQtCf78,deep-house,You Are My Pride - Radio Mix,Nora En Pure,0.323,0.789
0xtif1cPZHjjeGiyN6fmDc,deep-house,Melodica - Original Mix,Stimming,0.557,0.451
7j8rpn7ozddHA0Bj08q2Yo,deep-house,Face Off,Dualton,0.967,0.644
2j7m0EgVcQr5QoqlGFSlxJ,deep-house,Roco Coco,DAVID AUGUST,0.214,0.501
2ICIv0xpytLxDDr5Anruk1,deep-house,Too Late,Various Artists,0.555,0.466
6W2yRiUkj95LmkJszIsmKr,deep-house,You & Me,Disclosure,0.692,0.883
1CEAFunvsywPLLPui8MUGb,deep-house,Going to Heaven With the Goodie-Goodies,Amine Edge,0.461,0.467
4DbasZyiXWv6NXTPB28qYq,deep-house,Tapes & Money,Totally Enormous Extinct Dinosaurs,0.696,0.852
1JXJmbkoLsM1s5JH0AcRv5,deep-house,I Want You You You - Original Mix,Waze & Odyssey,0.164,0.513
0t3WLhaGEcxanXfk1gal8D,deep-house,The Guitar Man - Original Mix,WEISS,0.494,0.594
27cT27DFbWXBMBqVhIeysO,deep-house,Gravy Train,Maceo Plex,0.37,0.544
4LuZZLMvbBEOwQuVYikt7C,deep-house,Grow Up,Turntablerocker,0.51,0.518
149zx56uRggqDtJxDzO84m,deep-house,Oui Mais Non,Joris Delacroix,0.487,0.426
4DbmuOSxftTmltXNebpvl7,deep-house,Sonnentanz - Original Version,Klangkarussell,0.18,0.39
3l0jb9E0IAI3jOI827kSNN,deep-house,Touch You Gently,Art Department,0.719,0.33
2W38VEG36PHSIQKpAoupar,deep-house,Everyone Needs A Theme Tune,Julio Bashmore,0.499,0.616
7KQFdoj207yuW7OQ9pc18D,deep-house,Teer - Edit,Jin Choi & Daso,0.407,0.369
4ZyYa14PqEM4CkPMTv4HeA,deep-house,Feel - Original Mix,Shuja,0.872,0.893
4SYMv1YjUoQDDgiPWTdsC9,deep-house,You Don't Know - Original Mix,Andre Crom,0.747,0.396
5l7Tj988oJOLBGRQN8hiWt,deep-house,"Be Brave, Clench Fists",Leon Vynehall,0.231,0.828
0s7owZYu67IBqt5e1Y00Hh,deep-house,Do You Want Me Baby - Dusky Remix,Cloud 9,0.767,0.696
2RAi5Py1o0MMokWLhz9zNU,deep-house,Come With Me - Original Mix,Nora En Pure,0.73,0.645
0CYGUgnRQZYSqlKuizXqRJ,deep-house,Everybody,Benoit & Sergio,0.614,0.598
0rW7BiTV8lVg1OCRsxUKSR,deep-house,Baby I Got That,Bondax,0.441,0.635
5ojuU7DIZFpNF4PsivReVO,deep-house,So Far,Miguel Migs,0.653,0.664
3Lai9DtLigm0h1oB7WhtUM,deep-house,Nothing Lasts Forever - Deep Club Mix,Tom Novy,0.164,0.614
41L1ZZ7HRo9W0tv8JxLrrH,deep-house,Nightshift - Edit,Finnebassen,0.69,0.624
5wkA652P5RZkAfjSB6MuPG,deep-house,Love Too Deep - Original Mix,Redondo,0.949,0.776
0oMEmbD4ixaSs1pbrEg8sB,deep-house,No Eyes (feat. Jaw) - Radio Edit,Claptone,0.57,0.483
4a6prqOyhXeYQjaHI50iWt,deep-house,Night And Day - Dusky remix,Hot Chip,0.397,0.875
68PDydciw4W2e16wCbr9tv,deep-house,Infinity,Infinity Ink,0.618,0.531
5AMt4h2HDtboHgWFowCwxm,deep-house,Dream,Sebastian Wojkowski,0.178,0.722
4hO2eDEaz4hUTLvN4LN8DQ,deep-house,If U Got It - Radio Edit,Chris Malinchak,0.377,0.723
2fAqjiOLvZCxvZC4S6lCoy,deep-house,Koala,Oliver Heldens,0.675,0.947
6jL3DW4JPBZjfvTTBxCUd0,deep-house,Primative People - Tale Of Us Remix,Mano Le Tough,0.507,0.814
0cAZ6TdvKH64dYVMOnAxDh,deep-house,Sweet Baby,Mickey,0.36,0.631
1DHjMYqxoVbQhKTt25V4h9,deep-house,Amame - feat. Jei,Various Artists,0.673,0.737
6a04Qsx3epizwgg20t3JZe,deep-house,Every Day,Dusky,0.722,0.774
2FF1FU3K81aLzJJjLG74EJ,deep-house,Turn Around - Âme Remix,Sailor & I,0.0972,0.671
74u758xpALeECs1h1i6TIF,deep-house,Boiling,Disclosure,0.445,0.577
16LSXbobYBqw92c8DDEfS1,deep-house,Still Loving,Andrea Roma,0.0579,0.672
5G2BtNuy2HC7gKkBunF5kC,deep-house,Cycles,Gorgon City,0.312,0.667
1ZB9LKOU8dp1os9MGz2WuZ,deep-house,Flash of Light - Solomun Mix,Luca C & Brigante,0.404,0.387
6NwRJfCBxht02SYsGoevNt,deep-house,Careless,Dusky,0.68,0.895
7f6jeeSgmiEWEnhBNdC5WH,deep-house,Allowance,Isolée,0.217,0.436
2E62E3JqJBnJa8pLJuiAyZ,deep-house,Those of You,Various Artists,0.722,0.479
1H2I974rGAMkhovUr92Y85,deep-house,Frisky,Maceo Plex,0.264,0.587
3HV3ivLLMhSzfJ7Y1Vz2fX,deep-house,Wowshit,NTFO,0.41,0.71
3Jsfr8rhZF37o56Hu4qXYB,deep-house,Vanishing Point - Original Mix,Dusky,0.806,0.806
22Gtn6IgKaXMypOLWlVpCG,deep-house,Tanquilla,Boss Axis,0.637,0.729
1wME7QiixkPFLbYc2oUzBS,deep-house,Lost You,Zeds Dead,0.517,0.882
3VjFTsWQLvOVr2oJ4PMyjC,deep-house,Fade Out Lines,The Avener,0.687,0.693
1FN02yWNd706aVGRETkpso,deep-house,Kackvogel - Original Mix,Solomun,0.365,0.745
1sQlOLxzMpEV5N024T0BKI,deep-house,The Serve - Original Mix,Morgan Avenue,0.0502,0.794
6Mte3fuxLakjlwD8b5OTLK,deep-house,Schwindelig - Original,Kollektiv Turmstrasse,0.33,0.517
5Jjxe99vqnbaOqQ4kl2tW6,deep-house,So Long,Various Artists,0.373,0.409
6L8J68K1b06LHHPjZlweOg,deep-house,We Call Love feat. Soul Clap & Osunlade,Art Department,0.61,0.695
5GYt3GR04VueRJwwcw349E,deep-house,Changin',Various Artists,0.469,0.522
24ycJzryW8rGkYEiv44YCV,detroit-techno,The Light,Subculture,0.768,0.977
5y7lj47TqLBRwS1JxmXWjQ,detroit-techno,Throw,Carl Craig,0.13,0.371
7anY1qp1uKn4bg9LlAz5ec,detroit-techno,Pakard,Plastikman,0.292,0.338
1LkJFTHANrf7ec3cNIm9OK,detroit-techno,Freak,LFO,0.774,0.963
6o1xhJkMNhkU94bcvzDztl,detroit-techno,Ain't Nobody Better,Inner City,0.688,0.969
0zxbvBs5fWekbwU2w67Sgg,detroit-techno,Ancient Rites Demoni Mundi,Legowelt,0.607,0.621
2NS9ACLfjJzNU8VcC4Sm1I,detroit-techno,Who Taught You Math: Alive,Robert Hood,0.235,0.791
6kqa34UdMHBvR2VOBLSxE0,detroit-techno,Unknown Journey IV,Drexciya,0.391,0.871
2Ktuc6919DC0C0hx1tXDQH,detroit-techno,Ten Days Of Blue,John Beltran,0.335,0.558
01HQWci7BvNBXA4shr4jMg,detroit-techno,Rising Sun,Aril Brikha,0.301,0.729
6RnkN1Ga1kYRZ3fgp93yVX,detroit-techno,Set Your Body Free,Inner City,0.835,0.694
7FLegodvCtrlH0KI037Jep,detroit-techno,Sharevari - Omar S Remix,The Dirtbombs,0.383,0.982
3rDrptE4G7nuqaMRXP9fjl,detroit-techno,Starlight - Echospace Dub,Model 500,0.0392,0.268
4n8pXF0YU24Aleb4jjMJTT,detroit-techno,Pump The Move - Kenny Larkin Mix,e-Dancer,0.306,0.787
6HEITLcizYNgjsQarU4Hed,detroit-techno,The MKappella,Various Artists,0.657,0.783
2dGSxnoUF2hf4yl5jFF3dk,detroit-techno,Mount Babe Bricks,Various Artists,0.563,0.738
3dMQ5kix140RQGpi7WfwKe,detroit-techno,Marbles,Plastikman,0.472,0.724
1EJVEEzuTGSXoulqQVwp62,detroit-techno,Aztec Mystic,DJ Rolando,0.42,0.747
3TQ0UV9PTciCX8Bgo2RIRU,detroit-techno,Twin Stars (Lone Remix),Solar Bears,0.304,0.649
5aCcZlUVkBrkQyMl2owvWb,detroit-techno,Q,Kenny Larkin,0.171,0.944
4RVj4cAcYi1DOlcXixz484,detroit-techno,Terminal (dtw),The Detroit Escalator Co.,0.0344,0.205
3w4ypllvcbZl4nSsakyjng,detroit-techno,Track Aa1,Richie Hawtin,0.347,0.953
7A4AgSCirYopb4K1xYdaqt,detroit-techno,Cosmic Cars,Cybotron,0.961,0.879
6EqBihJ7qyVRKr9cKHYpjd,detroit-techno,Jacques In The Box (Brodinski & Gesaffelstein Dirty Sprite Remix),Laurent Garnier,0.228,0.765
7lizxsWIZ2rtvBqFTErDLP,detroit-techno,Jaguar,DJ Rolando,0.73,0.83
0Gbe1X25eGF8leasuT9bQa,detroit-techno,Rhythm of Vision (Original),Robert Hood,0.539,0.83
3gqzN1hxgdGAkfCHPwzqOm,detroit-techno,I Wanna Be There,Model 500,0.654,0.841
6GIwyegXyzTYs20pOeFCVJ,detroit-techno,Welcome to Drexciya,Drexciya,0.205,0.621
5ZmxJkYL3Am2504kTIAjUg,detroit-techno,Mantis (Juan Atkins Remix),Psychic Ills,0.394,0.431
1580o5Ey5j6KF06ZTLSIWP,detroit-techno,Sky Walking,Theo Parrish,0.0389,0.282
4TTmACVbzLkFo9WmDMmvgW,detroit-techno,Assembly,Robert Hood,0.346,0.303
17s75WK0FhhWFvciC8IfSa,detroit-techno,After School Special,Detroit Grand Pubahs,0.573,0.71
0EgviF3SRYuARt8IwCMWMo,detroit-techno,Starlight - Echospace Unreleased Mix,Model 500,0.617,0.576
6A4UnLqSSomyjNxu1cIWqj,detroit-techno,Oscillator,Paperclip People,0.12,0.843
1BJXRMGMdb2f33g1XMUE1n,detroit-techno,Fractual (in),The Detroit Escalator Co.,0.183,0.217
2YZGF9XDFv5255q0qeDYVo,detroit-techno,Dusk Til Dawn,Juan Atkins,0.122,0.242
5FdhAHYJbYpGlX1OtZ4jEa,detroit-techno,City on the Edge of Forever,Various Artists,0.823,0.532
2vnKSFH6Ti0gD0GLnFDXjA,detroit-techno,Falling Up (Carl Craig 2013 Remaster),Theo Parrish & Carl Craig,0.675,0.383
7wEjgG7iWBaVXJs4047RCn,detroit-techno,Zero Is My Country,Underground Resistance,0.0333,0.872
677BNQC7spJjEaEoJgUVPb,detroit-techno,Plasticine,Plastikman,0.17,0.79
1sY2ywGsBF6mQmi8DMdjB4,detroit-techno,Troublemaker (I Swear You're Giving Me a Heart Attack),Jeff Mills,0.894,0.657
5aEBCOVqUReovhMm4rcuDf,detroit-techno,Inner City Theme,Inner City,0.453,0.434
0MLZgxAe28WhMLIepQ48f9,detroit-techno,Ringo - Original,Joris Voorn,0.73,0.755
2Osc47wOpsYRuLTFtQsYnt,detroit-techno,Disko Slique - Instrumental,I-F,0.707,0.402
31uidLEHAcF8Cw1cX1VCS8,detroit-techno,Autobahn - 2009 Remaster,Kraftwerk,0.113,0.497
1nUgMJunxIostjivEJOayy,detroit-techno,Dark Patterns,Theo Parrish,0.277,0.814
2MmmG7288Fc83dD7FWClKq,detroit-techno,Use Me Again - Carl Craig Refix Mix,Rush Hour Presents,0.458,0.76
15cisbnZrowZBhJBdKugk6,detroit-techno,The Setup,Moodymann,0.364,0.637
4EWVUnzHpHK8YUYTaBY2cr,detroit-techno,"Minimal, Minimal",Robert Hood,0.033,0.934
4TFljJBRIsDDQKffGhIz0O,detroit-techno,Es.30,Carl Craig,0.0833,0.184
591qUuCucOBunPGXwQIh9q,detroit-techno,I Believe (Sandwell District Remix),Octave One,0.124,0.679
4M3citBcwHqvYZHFJsxzr8,detroit-techno,Bounce Your Body To The Box,Various Artists,0.653,0.962
4cQSzZtlnVyWVT1cnRe2aE,detroit-techno,Liveinla 1998,Moodymann,0.467,0.86
6zDF2MWDFIfgo5yCShYwGC,detroit-techno,Paradise,Inner City,0.808,0.56
6wl0JfhwvPsJrRrvFEuzQH,detroit-techno,Angel - Jerome S Vocal Dub,Carl Craig,0.334,0.755
4aJulXrGlrQFi2cHLc6kSd,detroit-techno,Franz Schubert - 2009 Remaster,Kraftwerk,0.641,0.297
0Zp3fdBqeX8f6JCqB0SVJa,detroit-techno,No Partial,Rhythm & Sound,0.567,0.458
2ws0DBEXzu0Gk10MHXRCUM,detroit-techno,Station Rider E,Robert Hood,0.253,0.343
6axgDvCIWrqG94cTPqs3Cs,detroit-techno,Wiggin (Derrick May Remix),Subculture,0.444,0.883
3QshysET7Q66k935YNulWr,detroit-techno,Sometimes I Feel Like,Galaxy 2 Galaxy,0.691,0.809
3eiBN84qbnzAbOPVCompaj,detroit-techno,Technology Gap,Underground Resistance,0.666,0.391
2NW6aorSABGOWS7wEMDndl,detroit-techno,Moonlight Rendezvous,The Other People Place,0.658,0.51
4Y8GVQsg5f29qi8vQiWYdQ,detroit-techno,Xscape,Delano Smith,0.159,0.356
0Z8dzW0giv58TEpyezyhCn,detroit-techno,Pentimento,Various Artists,0.373,0.459
7ak0lHjdhjBVrT3QGxm1RV,detroit-techno,Rex Attitude,Laurent Garnier,0.595,0.492
5Tmrip3bk4YKubs5fSzHyx,detroit-techno,Blackwater (full Strings Vocal Mix),Octave One,0.483,0.884
0v2RtEQMs7Hd6LLTYIBcUQ,detroit-techno,Microlovr,69,0.159,0.717
5NhDKearWwUVlbqvuhBOEV,detroit-techno,Ethnik - Paco Osuna Remix,Various Artists,0.153,0.734
3EafCqMEmxlmHTXsGarvkL,detroit-techno,Full Album DJ mix,Various Artists,0.291,0.765
6HDAxilE05tsfgyXuwKs0Q,detroit-techno,Forever Frost - Original Mix,Aril Brikha,0.759,0.594
1sdJspOrrCCyv5caiEIDdr,detroit-techno,Daylight,Jeff Mills,0.0338,0.156
6GWSWT6DhJRxJDNAzLAsGC,detroit-techno,Gimp,B12,0.367,0.561
6H0IJboDtJ7I7wad08B5U7,detroit-techno,Locomotion,Plastikman,0.572,0.299
178tdbHbHEg9ZFRe7JOXBl,detroit-techno,Our Luv,Blake Baxter,0.49,0.663
3CLZrrFAXY0a0pRd492eRZ,detroit-techno,Aggression,Seth Troxler,0.368,0.473
4ZKpnuAkhPB2HDcZ0UbD2G,detroit-techno,Spin,Juan Atkins,0.341,0.54
7Mmpp7H7FSvx7d4WEwAQ0B,detroit-techno,Knights of the Jaguar,Various Artists,0.528,0.523
0ZdytJh5FwjApeF2PrhTt3,detroit-techno,Energy Flash,Joey Beltram,0.344,0.828
6FmxLeHAtkZ0mWkIIIZQCa,detroit-techno,Interstellar Crime Report,Underground Resistance,0.119,0.975
1awariw0UjlCNIE6qOcM5Z,detroit-techno,White Chocolate,Gerd Janson,0.814,0.609
6rhzQ8Wb83YWR6HxuUimmd,detroit-techno,DJ-Kicks Track - (At Les),Various Artists,0.413,0.631
02CsGh9FUK0wptafmpXDpm,detroit-techno,Entrance To The Garden,Moodymann,0.179,0.502
2GqG2rAE5QLLlMTXU7Qmpr,detroit-techno,Dimension Intrusion,F.U.S.E.,0.0376,0.705
0NMaOSNx7NFF21KUCSmbpE,detroit-techno,Passage (Out),Plastikman,0.0307,0.000853
7kVXSHWbjIwNpA0wwOlkpq,detroit-techno,JB's Edit,Theo Parrish,0.136,0.663
2JZbWHJPM2ke5HxuPJWSF5,detroit-techno,Are you God ?,Robert Hood,0.201,0.781
2PBWhOrNS5sIgqNuwyvV4E,detroit-techno,The Crawling Frog is Torn and Smiles,Various Artists,0.0342,0.702
5vICmL499NhXFiKKvFRhkq,detroit-techno,Q1.1/I,Basic Channel,0.159,0.742
1vAt13bzP6kl7o3Pri7zw4,detroit-techno,Amazon,UR,0.288,0.779
6vLgzbO6n42sbT9Scsp6OL,detroit-techno,When Summer Doesn't Come,Various Artists,0.482,0.352
0cQUDxaMmveZwZFbDsOgd1,detroit-techno,Rorschach's Game,Redshape,0.062,0.852
0AMMjcRxVNOnQjmdXNgF2e,detroit-techno,Move Mix,Juan Atkins,0.152,0.588
6SUrgfIB3ZIHLj1m7ANi6O,detroit-techno,Imagine - Blue Potential Version,Jeff Mills,0.151,0.44
4FvP0Ldfhouzs0togmtO4E,detroit-techno,The Theory - Mind Mix,Galaxy 2 Galaxy,0.62,0.818
7CBAwf5cKArNAJOcmVR5fo,detroit-techno,Thursday Night,Various Artists,0.275,0.998
4BcrqUlKh0ez4XJBocmbrN,detroit-techno,Shari Vari - Original Mix,A Number Of Names,0.455,0.504
4AwpGqwE6eZgqtmPZrcP92,detroit-techno,Witchdokta,DJ Rolando,0.249,0.917
44vIsNglt0msyTa6MjFr7p,detroit-techno,Evolution,Various Artists,0.524,0.917
1zSXQIah3KQsjvo5sRNRq7,disco,Busy Doin' Nothin',Ace Wilder,0.713,0.777
6mt43avikV8g00AXCyOkS1,disco,Kick Out The Epic Motherf**ker - Radio Edit,Dada Life,0.214,0.862
1k2FbKcd051jfxaE0PLZJF,disco,Ma chérie (feat. The Beat Shakers) - DJ Antoine vs Mad Mark 2k12 Radio Edit,DJ Antoine,0.819,0.618
0fdKj0gnGKvwXFCEJBMcVh,disco,Vamos a la Playa,Various Artists,0.606,0.861
07MHhfYd2Kkt2zFnqRZM1z,disco,Boogie Shoes - 45 Version,KC & The Sunshine Band,0.972,0.802
5ECpIfjbsWQsVa0kr8yPVE,disco,I Want Your Love - Edit,CHIC,0.897,0.498
7C29GgUdLYoPFt7gY52aT6,disco,"If I Can't Have You - From ""Saturday Night Fever""",Various Artists,0.846,0.807
2rZFZPfEf54mWk2qGkR2SV,disco,Don't Stop The Music,Various Artists,0.924,0.754
2aEuA8PSqLa17Y4hKPj5rr,disco,Cheri Cheri Lady,Modern Talking,0.851,0.616
5XJ1J9QPxaOzdpkGxKU4lA,disco,Heart Of Glass [24-Bit Digitally Remastered 01],Blondie,0.657,0.633
2dh07zmyCMoY64rQdJrXLe,disco,Efter solsken,Panetoz,0.967,0.848
44XBLYMVEt5vJcb5qXfQ7V,disco,Alejandro,Lady Gaga,0.369,0.799
4nVBt6MZDDP6tRVdQTgxJg,disco,Story of My Life,One Direction,0.286,0.663
0BX0eq3SXW4jeZmQ271CpE,disco,Love Hangover,Diana Ross,0.819,0.83
6VuIKS2Z27jCutIapgCUZF,disco,Shake Your Body,KC & The Sunshine Band,0.962,0.811
1z3ugFmUKoCzGsI6jdY4Ci,disco,Like a Prayer,Madonna,0.257,0.842
4CWUGKyUi4aJOq7tF6HAIF,disco,Street Life,Various Artists,0.811,0.756
6BdiFsPMPkSEEO4fFXFVWX,disco,Workin' Day and Night,Michael Jackson,0.865,0.875
5IVuqXILoxVWvWEPm82Jxr,disco,Crazy In Love (feat. Jay-Z),Beyoncé,0.681,0.77
4jx64GUcjOIKl6Rdc0gXRB,disco,Don't Wanna Go Home,Jason Derulo,0.637,0.808
0vDeTWoAooavG2zcCKHmI4,disco,More Than A Woman (2007 Remastered Saturday Night Fever LP Version),Bee Gees,0.693,0.708
42BuFLeA4gGxQv614EGXhk,disco,Me And My Drum (feat. Christoffer Hiding),Swingfly,0.725,0.93
5XbEpHHrEliVNo2Vbf1Nqk,disco,Popular,Eric Saade,0.526,0.965
24lMtPOCzP5g4hrg3NklLa,disco,Just The Way You Are,Bruno Mars,0.434,0.843
6NPVjNh8Jhru9xOmyQigds,disco,Happy,Various Artists,0.962,0.757
4msPRe3NEDVL6dsBcE7AhL,disco,Get Down Tonight,KC & The Sunshine Band,0.906,0.754
27QvYgBk0CHOVHthWnkuWt,disco,Vogue,Madonna,0.329,0.88
2vEQ9zBiwbAVXzS2SOxodY,disco,Nothing's Gonna Stop Us Now,Starship,0.534,0.801
64lhIZv6OQbim2ssTohGDJ,disco,Sommar i Sverige,Sean Banan,0.866,0.787
5UnX1hCXQzmUzw2dn3L9nY,disco,More - RedOne Jimmy Joker Remix,Usher,0.794,0.893
3XlWYam3ILQ9txcjjjJixQ,disco,Love To Love You Baby,Donna Summer,0.422,0.421
4NGikVnR4wpcB79gZE7tgg,disco,Champagne Showers,LMFAO,0.412,0.839
45qSLEJKJTwKTSBOa8LxPY,disco,All Around The World,Justin Bieber,0.776,0.822
6T0ENH729fIedxSpbQrKJz,disco,Copacabana (At the Copa) - Long Version,Barry Manilow,0.878,0.772
1tsWNtWxi7SVydMm2G1W6Z,disco,If I Can't Have You - 2007 Remastered Version Saturday Night Fever,Bee Gees,0.831,0.848
2l98ANVveepjqXIWaIoCDW,disco,Manboy,Eric Saade,0.373,0.808
1EqYoza9iMnxB9O0TwAeOO,disco,Albatraoz,Albatraoz,0.798,0.731
619bJQ9uDi8dnXzLebFI7y,disco,When Love Takes Over (feat. Kelly Rowland),David Guetta,0.496,0.863
5DEy8wVNCdJdAGNsOWxmVQ,disco,It Only Takes A Minute - Remastered,Tavares,0.972,0.7
0SDcjtJXrI6jAtD6AkQ6SR,disco,Gotta Go Home,Boney M.,0.975,0.945
20zOIoex7YchUh87d8tlvg,disco,Boogie Nights,Heatwave,0.759,0.54
5lmYpa6EaVAKAlwxMf7q5c,disco,Don't You Want Me - 2002 - Remaster,The Human League,0.961,0.744
7h8Ud480Fm4ReUVxgFF9ZX,disco,Rolling In The Deep,Adele,0.527,0.777
2vTPWWm2Lgc6kI6a3Z3uXY,disco,Work B**ch,Britney Spears,0.85,0.816
4d1ekciWYSdAv3zOOPpaHk,disco,Call My Name,Tove Styrke,0.624,0.778
3XIEWK1V9n25PS9Vb6axj5,disco,Born to Be Alive,Patrick Hernandez,0.809,0.867
1tjY4H0X706ZH03SXa1DFh,disco,Where Have You Been,Rihanna,0.444,0.847
7B1Dl3tXqySkB8OPEwVvSu,disco,We'll Be Coming Back (feat. Example),Calvin Harris,0.571,0.952
1tDH02wIa3ysGiAe4qsLXL,disco,Rock Me Amadeus,Various Artists,0.908,0.715
28O4PwkH8bzARStxeL4pxL,disco,Sexy Bitch (feat. Akon),David Guetta,0.853,0.633
5x9VIW2fS21JMswOt6AORI,disco,Classic,MKTO,0.8,0.781
7MoKXLQeI0Bh2QodCjDO4K,disco,Can't Get You out of My Head,Kylie Minogue,0.964,0.563
5Sh5RqOkQ7dsjVx998BtS7,disco,Äckligt,Ansiktet,0.675,0.823
41KPpw0EZCytxNkmEMJVgr,disco,One - Radio Edit,Swedish House Mafia,0.622,0.781
70VjMtwhm3Q2HBQeJnPfmh,disco,Hung Up,Madonna,0.415,0.646
