id,genre,track_name,artist_name,valence,energy
1EzrEOXmMH3G43AXT1y7pA,acoustic,I'm Yours,Jason Mraz,0.718,0.457
0wplliChn9Ikt3n9XoXt1S,acoustic,Dream Catch Me,Newton Faulkner,0.58,0.722
3AJwUDP919kvQ9QcozQPxg,acoustic,Yellow,Coldplay,0.285,0.661
71O1jD7bF3cdMPvPi186V6,acoustic,I Will Wait,Mumford & Sons,0.429,0.776
6jQlAObMMtULuYctlVjCLg,acoustic,No Aphrodisiac - Original,The Whitlams,0.636,0.607
2FeUZsmNGWc3No6v9GCdST,acoustic,"Piazza, New York Catcher",Belle & Sebastian,0.82,0.309
6akbXZeXdrWWsG77ZD3cuD,acoustic,Believe,Justin Bieber,0.508,0.847
75GH9Pb5ld8Z8hr7ARL2Pw,acoustic,Casimir Pulaski Day,Sufjan Stevens,0.563,0.172
2FGb3gJbKToDII7q6Kfp4i,acoustic,I'm Yours,Ron Pope,0.866,0.553
6mFzy1Jha9RSCcQAJZ1M6y,acoustic,Gangnam Style,Jayesslee,0.591,0.391
4AFBHrMN93QKtyQP5Pmz1t,acoustic,Perfect,Various Artists,0.598,0.432
6G0MfBXF1QlLpgP8pKngzs,acoustic,Shoreline - Radio Version,Anna Ternheim,0.201,0.108
4chSOYRiaa7pYZkWljsrMr,acoustic,O Sleep,Lisa Hannigan,0.138,0.36
6qTmjG7thRJEOaUKFmfjGR,acoustic,The Last Day on Earth,Kate Miller-Heidke,0.168,0.44
4Y1ZvAbetcpZsmedL9uhmR,acoustic,"Next To Me - Live From Spotify NYC, USA/2012",Emeli Sandé,0.294,0.397
4KSZnP1VFSaytKufyzNbDO,acoustic,The Power of Love,Gabrielle Aplin,0.214,0.297
2hKdd3qO7cWr2Jo0Bcs0MA,acoustic,Drops of Jupiter (Tell Me),Train,0.497,0.638
25J4d78ESH2MgAJoIakB8O,acoustic,Lost In The Light,Bahamas,0.246,0.267
6wZI4mdT8JwXgkGURnBQiq,acoustic,Say,John Mayer,0.541,0.723
60llRR1nZqjqGeUmfq700K,acoustic,Beneath Your Beautiful - Live at Spotify Amsterdam,Passenger,0.286,0.0602
3kw7Zlhj7Qc2NGq5NDFRTg,acoustic,They Ain't The Same,Keegan DeWitt,0.35,0.248
2bbhyUWJ5VjdfI3P4PRLu2,acoustic,Samson,Regina Spektor,0.184,0.193
3GEKqgBUD2WQIsuVBv9rU0,acoustic,American Boy - Radio 1 Live Lounge,Sam Sparro,0.637,0.564
1CbPLR6Xjo2nc0Pf13N0RS,acoustic,Pink Moon,Nick Drake,0.446,0.255
37z3ghNvcoPvHypKWTb2Sz,acoustic,Left for America,Ciaran Lavery,0.25,0.384
5ZzaWzLT7KjRUhtMra8uJm,acoustic,Cradlesong,Soap&Skin,0.218,0.16
4z1O25cq9g2kuJemmUxc21,acoustic,Small Bump,Ed Sheeran,0.446,0.436
5Gtn8HgCAo0TUiaKKgP6us,acoustic,Down in the Valley,The Head And The Heart,0.149,0.403
2APaWLyP3drx0CIodMhKHd,acoustic,Hey Ya!,The Blanks,0.293,0.262
0O36Yqb2aFcThBphczYoAY,acoustic,A Drop In The Ocean,Ron Pope,0.473,0.452
5kO4wyANOoJGN82HGrxbrW,acoustic,Young Folks,ortoPilot,0.411,0.399
38YgZVHPWOWsKrsCXz6JyP,acoustic,Come On Get Higher,Matt Nathanson,0.617,0.623
1KqlVt63Q4bl1VdSlymr5C,acoustic,Riptide,Vance Joy,0.51,0.731
6ERQqdIkr7Rp4tt52Eep6r,acoustic,The Look Of Love,Diana Krall,0.366,0.266
51jy98I9q9Nk1xyA0W4ZBg,acoustic,"If You've Gotta Go, Go Now - Bonus Track",Various Artists,0.325,0.217
6cc4XOqrB8qibHbAymBPSH,acoustic,"Clarity - Live at Blossom Music Center, Cleveland, Ohio, August 3, 2004",John Mayer,0.361,0.857
7noCkklUhEAoj8GJkbAuHq,acoustic,All of Me,Boyce Avenue,0.308,0.209
3pRRYcXy3Z0PsAa8griSoF,acoustic,"Dog Days Are Over - MTV Unplugged, 2012",Florence + The Machine,0.271,0.534
1JDMO4EVPHtm0xXhJb2IjR,acoustic,Youth,Daughter,0.488,0.477
5jclmAX2XQp5G3b6K30UJl,acoustic,Clairvoyant,The Story So Far,0.137,0.352
0eG5CqXwJpa5MBjYyg1lRm,acoustic,Slide,The Goo Goo Dolls,0.471,0.845
5NTA3dsB2DlLaSG1KM6RTh,acoustic,The River,Bruce Springsteen,0.594,0.554
1KEMFdqpHnQODPxV6Il3rV,acoustic,Drifting,Andy McKee,0.745,0.568
3h7fGy7n9xhS1PupWW9vJ9,acoustic,We Are Young,Kurt Hugo Schneider,0.486,0.814
70zapGEw5KQiHBhjNcGjzo,acoustic,Little Hell,City and Colour,0.186,0.415
1KHGSJPHiHkG2FEGFy8fLc,acoustic,Pompeii,Jasmine Thompson,0.428,0.229
0FRoVng8IZZoS0ATxIgvuH,acoustic,"Gravity - Live at the House of Blues, Chicago, Illinois, September 22, 2005",John Mayer Trio,0.477,0.344
2nMeu6UenVvwUktBCpLMK9,acoustic,Young And Beautiful,Lana Del Rey,0.151,0.416
10ViidwjGLCfVtGPfdcszR,acoustic,Home,Edward Sharpe & The Magnetic Zeros,0.127,0.59
7z7fquRFQFXt4Dj7ouWETq,acoustic,Hey There Delilah,Plain White T's,0.304,0.373
7bcP9k51f1VNCaFUyZ3P5M,acoustic,Life for Rent,Dido,0.159,0.533
22gLGCKbFKwmgZhrpVcnFb,acoustic,Fields Of Gold,Sting,0.291,0.344
1SZ63wN0pk18Dr4Epyhcsf,acoustic,Tainted Love,Hannah Peel,0.437,0.192
6d0wEqM0jJTNv1asKflGGi,acoustic,Take Me to Church - Live From Spotify London,Hozier,0.287,0.217
1w3ybWVQiP47fu00GRlFHb,acoustic,Old Pine - Spotify - Rockfeedback Session,Ben Howard,0.3,0.334
7fXyuQqEBwpKtCa8PomO7B,acoustic,Skinny Love,Bon Iver,0.112,0.26
65n5737O8JVOzgy8wQawyi,acoustic,All That Matters,Justin Bieber,0.17,0.521
2ihCaVdNZmnHZWt0fvAM7B,acoustic,Little Talks,Of Monsters and Men,0.417,0.757
5Szn0p3DlnawyuhX8ULCg4,acoustic,Orange Sky,Alexi Murdoch,0.125,0.15
74XzT6sJuCIw0Py539SNQR,acoustic,"A Girl, a Boy, and a Graveyard",jeremy messersmith,0.457,0.136
3gSvJ7SBbRVyJWuw7gWWc8,acoustic,Two Is Better Than One,Tyler Ward,0.249,0.369
13yEuYLJYxPCLJR0KNOqpk,acoustic,High,James Blunt,0.446,0.602
4gIKec1woB9bIWIG8K7SZn,acoustic,I Won't Let You Go,James Morrison,0.161,0.602
78xbGcjmm02TCbhsMJsuUn,acoustic,In the Morning,Keaton Henson,0.227,0.17
24rFwAcC6eqPvyMuPynVGH,acoustic,Home / Dirty Paws,Gardiner Sisters,0.232,0.208
3xEP8kzYIjbkUrjfsgn8Hh,acoustic,Common Denominator - iTunes Bonus,Justin Bieber,0.45,0.66
5z1vCywwTJAP8qSkGJymFY,acoustic,Creep - Live,Korn,0.236,0.534
3KZG39hHZiQrxFGLUaeWPb,acoustic,Distant Sun,Various Artists,0.331,0.611
4OfjX48ZacUS6Noi2KIXbS,acoustic,Rolling In The Deep (Acapella),Adele,0.476,0.142
1mgrAR1eIxghtjZUP9uBIh,acoustic,Born This Way,Ulrik Munther,0.837,0.41
6jdNp4oX1y3iwXibaXxWph,acoustic,Counting Stars / The Monster (feat. Carly Rose Sonenclar),Boyce Avenue,0.44,0.44
4I1BlAeZK4UBSCKoaz8vQS,acoustic,If I Had a Boat,James Vincent McMorrow,0.179,0.295
54KFQB6N4pn926IUUYZGzK,acoustic,To Build A Home,The Cinematic Orchestra,0.0735,0.122
7zkLpY72g6lKQbiHDqri1S,acoustic,Sunrise,Norah Jones,0.679,0.299
0VZ9xPNa6ROafP6GYYuv2S,acoustic,Marry Me,Train,0.492,0.269
3B7udSGy2PfgoCniMSb523,acoustic,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",Howard Shore,0.234,0.0549
4hbGPfz03P8Nnh75mFIAoH,acoustic,Lucky - Live from Spotify Sessions,Jason Mraz,0.285,0.62
4BBFEhlXWJhNvQYT8Ozqq9,acoustic,I Will Be Blessed,Ben Howard,0.336,0.345
3LHg768dEKqJKht2uPTlVR,acoustic,Ghosts,Laura Marling,0.75,0.368
7AYoXqCtME90flUOpBJM7i,acoustic,Society,Eddie Vedder,0.295,0.329
1uXHWnZ85lhAf19DRzU3Oz,acoustic,Walking Aimlessly,Anna Ternheim,0.344,0.302
6IQTaNmbMMO1mX3p8iwEBQ,acoustic,Angeles,Elliott Smith,0.588,0.0993
6J7cSyvSCnPwv3vqHchEfL,acoustic,If It Means a Lot to You,A Day To Remember,0.44,0.536
1LiteNBpuy5ltDtESG1rmr,acoustic,Feel the Same,Joshua James,0.261,0.562
3bhEeOaJWG0JDoF1hd2IUm,acoustic,Half of My Heart (feat. Savannah Outen),Boyce Avenue,0.811,0.759
5lxNrjf5UJhcsd8zx9AB1Y,acoustic,Home,Johnnyswim,0.524,0.628
0FwkLxm84A5P3YNlZzfM0J,acoustic,One Love,Justin Bieber,0.206,0.622
5MYfpFJYm8WNFGssR6H2Oz,acoustic,No One's Gonna Love You - Live from Spotify Sweden,Band of Horses,0.192,0.188
574GJ55EBM79W6n2V5bL5z,acoustic,Slow It Down,The Lumineers,0.108,0.064
6gr1b9QdhEkAfGbq07dBSf,acoustic,Scene Three - Stomach Tied In Knots,Sleeping With Sirens,0.613,0.435
5bSPF76iSpI5p00BALV8uo,acoustic,"Daughters - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,0.407,0.38
5sra5UY6sD658OabHL3QtI,acoustic,Empire State of Mind (Part II) Broken Down,Alicia Keys,0.142,0.368
19sgZKHoi11uC8cdHjKiRn,acoustic,Don't Speak,Various Artists,0.58,0.288
43XA2gfgLQGKfIumzQZNCF,acoustic,Art of Motion,Andy McKee,0.609,0.256
47YCLbdWctAmEDphy658VD,acoustic,"Jackson - MTV Unplugged, 2012",Florence + The Machine,0.232,0.648
7z0JcZ8PQoAfUaLIXvbyTH,acoustic,More Than Words,Extreme,0.255,0.144
5gBIDzjs9bdZ1z8ZBGFzrv,acoustic,Perfect Day - Live,Lou Reed,0.146,0.321
3XsQljVSwXVrBl2yUmftAc,acoustic,Blue Moon - Live From KCRW / 2014,Beck,0.473,0.828
7vcuTZAFyu0Z5dgMRLR0h0,acoustic,Such Great Heights,Iron & Wine,0.552,0.275
0KTsmr6JOuhxZuiXUha1xC,acoustic,Beauty And A Beat,Justin Bieber,0.662,0.845
4Pl8ViAolRF4rK8QBMhKd9,afrobeat,Redemption Song,Bob Marley & The Wailers,0.698,0.259
60sz0jcrIVGFvYsXL5IYT6,afrobeat,If to Say,Various Artists,0.943,0.81
0YKcfBOaZKpx4tbI0UIJT3,afrobeat,Toumast,Tinariwen,0.675,0.791
300DzFkBAgf9PgPbl0ta4o,afrobeat,Khona,Dschinghis Khan,0.448,0.655
6hOTreO6Wm7Con3alDgL2i,afrobeat,Mogo Te Diya Bee Ye,Oumou Sangaré,0.709,0.498
37BTh5g05cxBIRYMbw8g2T,afrobeat,Rosanna,TOTO,0.739,0.513
2c6Ah6OH4ScnjniS0t5gTH,afrobeat,I Love U,P-Square,0.927,0.694
3Ua7O14g34JlkpisL2SKLk,afrobeat,Sinebar,Youssou N'Dour,0.638,0.895
7djBn3NwXGGOwwJ6ohUMlX,afrobeat,Kaalu,E.L,0.58,0.893
1r8V85iUIeGJ5LOFcYbyEo,afrobeat,Umhome,Miriam Makeba,0.561,0.0278
5O5RoaM2fwz0tHOtJRjez8,afrobeat,Machengoidi,Ali Farka Touré,0.241,0.261
4iEBmWl1OzPIfNbZAV378G,afrobeat,Tchamantché,Rokia Traoré,0.933,0.355
5aVcpXJ0uitmOJqdZYs6DE,afrobeat,Laban,Salif Keita,0.678,0.754
0XzkemXSiXJa7VgDFPfU4S,afrobeat,Blurred Lines,Robin Thicke,0.863,0.503
3PIAWNKvcJc0EwwoyTVl6y,afrobeat,Hwehwe Mu Na Yi Wo Mpena,Various Artists,0.788,0.736
5dklnw3xWNJoUiYsZwRbPK,afrobeat,Goye Kur,Ali Farka Touré,0.562,0.588
7vPKfwEsnAI5vVtuKQXK8l,afrobeat,Tenidagh Hegh Djeredjere,Tinariwen,0.677,0.707
3gSb5v1yMCWJ9hah3hMdmf,afrobeat,Ada Owerri,Various Artists,0.906,0.611
0bg6otrW5gxNnlCqrCrXyd,afrobeat,Dynamite,Taio Cruz,0.818,0.804
4QZ6TKJpZZusMnKXvdJwZx,afrobeat,Dance (feat. Wizkid),R2Bees,0.909,0.953
1CmUZGtH29Kx36C1Hleqlz,afrobeat,Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,0.662,0.526
3Yf8sVkFXThHDtkqtSNbpZ,afrobeat,Kukere,Iyanya,0.965,0.853
4d4mfz1H6PsC9QPr1w8rfD,afrobeat,Sedjedo,Angelique Kidjo,0.854,0.705
6PLBnyRgcc22RTNgKqzhx1,afrobeat,Mulemba Xangola,Bonga,0.915,0.828
24xmFCREF5JiqKBhLHqgKL,afrobeat,King of Kings,Ladysmith Black Mambazo,0.392,0.0522
7ceisg9MpCeJoLaoPfyu0V,afrobeat,Tonga,Joey B,0.538,0.645
5OprIO7jAo89hAeX5lpI2w,afrobeat,Yoruba,King Sunny Ade,0.963,0.544
2gK3Mp8XdNk4wtXyytQTC9,afrobeat,Dieuf Dieul,Cheikh Lô,0.768,0.579
6DwUYbXbVUiOZkdFiReBF1,afrobeat,Obe (Stew),Fela Kuti,0.844,0.866
00sQAR9xuGbRM7XjWmjZKF,afrobeat,Baai,Blood Diamond,0.968,0.754
241eHBRXE25rfDNgA0N2IX,afrobeat,Wozani Mahipi,Various Artists,0.85,0.743
4AVIdds2A4E4UsZcVU0Uso,afrobeat,I Wish You Were Here,Alpha Blondy,0.58,0.566
5HQVUIKwCEXpe7JIHyY734,afrobeat,"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,0.531,0.655
1zHlj4dQ8ZAtrayhuDDmkY,afrobeat,Timber (feat. Ke$ha),Pitbull,0.825,0.965
1nS5B50pKajeniz9fCMDnH,afrobeat,Sorrow Tears & Blood,Fela Kuti,0.827,0.78
5GxgujqhBRtSufmlUpmxTQ,afrobeat,Jambo Bwana,Various Artists,0.526,0.796
4SfxzVkGFzgW0U83Y8brVk,afrobeat,Yala,Oumou Sangaré,0.912,0.891
3bidbhpOYeV4knp8AIu8Xn,afrobeat,Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,0.847,0.922
1PbITjNMSfOsWL89DsaLSH,afrobeat,Gnidjougouya,Amadou & Mariam,0.337,0.667
2ha70kafYrxpwKB2DHLTJT,afrobeat,Greetings,Various Artists,0.822,0.872
60UNH3Bd5rEkqBR694q7MD,afrobeat,Juju,Ice Prince,0.878,0.708
1nwWS19NmjdNr4IlMuvRWX,afrobeat,All the Same,Vieux Farka Touré,0.404,0.716
0h11owW0SnQgySECDNtAI5,afrobeat,Sabura,Ekova,0.873,0.547
6MC0QTKf4VTZ6HWeTmNPGp,afrobeat,Tchintchirote,Cesária Evora,0.774,0.534
4pRMuXVS6GXscFYnNQYMcp,afrobeat,Shake,Flavour,0.955,0.949
6vvm7ljmnCk6ymY0DxTb22,afrobeat,Me and My Brother,P-Square,0.51,0.725
3EREjXvpkJSZlbwdMLVpig,afrobeat,Nguva Ye Kufara,Chiwoniso,0.682,0.756
3JPrTUwhK3Utti9ilI75fB,afrobeat,Umqombothi,Yvonne Chaka Chaka,0.961,0.716
5unfeZUhKhICP73CDYBW4N,afrobeat,Call Me Maybe,Carly Rae Jepsen,0.648,0.615
078jilHPrMLpjs8PPQoXSA,afrobeat,Mame Bamba,Youssou N'Dour,0.665,0.577
0PTsGBTTMJEnUTuKLbr6rn,afrobeat,Nibari,Various Artists,0.45,0.454
6Zzn542K7AzJV4Zl72sXN6,afrobeat,Screen Saver (Rmx) feat. R J Martins,Wizboyy,0.96,0.941
1IKagUBLAAddwgaU7lfHeh,afrobeat,Beaux dimanches,Amadou & Mariam,0.962,0.899
1y9LQZ4gGrGkUC6VRw1mnX,afrobeat,Fantasy,Ali Farka Touré,0.274,0.201
1n21ku53K1pMOU9ib6bEdL,afrobeat,Osondi Owendi,Chief Stephen Osita Osadebe,0.511,0.715
5qHNCskW92UF7zOIARUtBw,afrobeat,Don't Look Back,Youssou N'Dour,0.422,0.366
7Hv89f7Dpm5Hce1XkBbjQZ,afrobeat,On The Floor - Radio Edit,Jennifer Lopez,0.462,0.68
3Xu5Ifi1CuaoEJeUTFAh5r,afrobeat,Everything Scatter,Fela Kuti,0.902,0.774
4ItY4KOgTTHcyOjzbGx4Ip,afrobeat,The Naughty Little Flea,Miriam Makeba,0.872,0.228
3mYsWA2ClF84ZLroBpreo1,afrobeat,Pot Belly,Freshlyground,0.311,0.46
00pbW1N78AUv5s1jIQ13kN,afrobeat,Hommage a Tonton Ferrer,Orchestra Baobab,0.743,0.481
2pJKh0H5YG0ESWMytQdUQ3,afrobeat,Birima,Youssou N'Dour,0.765,0.685
1jIkbwboZBGhyC16T5j4gf,afrobeat,Tabara,Vieux Farka Touré,0.525,0.347
7a37qKKyo2ZrtuBxeaIMvw,afrobeat,Queen Bee,Toumani Diabaté,0.687,0.48
47Yzdc2tvRr12iQZkHKx3z,afrobeat,Iniagige,Salif Keita,0.571,0.111
5WMgNq8IGWiXV7acTMMPvX,afrobeat,Ekaette (feat. Tekno),Iyanya,0.934,0.982
2nOA0eWaCLdMuRQ0UVitoJ,afrobeat,Be Mankan,Ali Farka Touré,0.483,0.206
5B0DtR1BiFKtj2NYS08QvM,afrobeat,Sijuade,King Sunny Ade,0.961,0.715
78cf9pAmzyaHLQJtUfWiZ4,afrobeat,Pépé Kalle,Wendo Kolosoy,0.866,0.472
7yeTvvLA54txVj2LPulf9Y,afrobeat,Matadjem Yinmixan,Tinariwen,0.536,0.692
0diREoDmmI8b1tEo4gTxAg,afrobeat,Sako bê kê,Rokia Traoré,0.834,0.408
64Abyr4HpkCBbT0DqBp1dx,afrobeat,True Love,2Baba,0.595,0.736
0afH2hwfJjXRj0EzaU8hFY,afrobeat,Oyi (Remix),Flavour,0.733,0.898
5ipni5g3JBMmFwWcUvIfFR,afrobeat,Barra,Habib Koité,0.969,0.522
6JtUHAH22sgKdPmwNhAWD3,afrobeat,Let's Start,Fela Kuti,0.746,0.852
2ZW1j8uz7YuSvi0Aj8MlED,afrobeat,Dami Duro,DaVido,0.739,0.959
4Xjtbdoc3Y5V4O4hM9bUsF,afrobeat,Mamadou Diaby,Toumani Diabaté,0.774,0.551
1Ogg5nXrqc4AeMf1ryq0uL,afrobeat,C'est Pas Facile Pour Les Aigles - feat. Ebony Bones,Amadou & Mariam,0.821,0.855
0IUYTmVDq3tmohilYghzt5,afrobeat,Bikowa,Orchestra Baobab,0.792,0.534
2KO00cY85Xc87Ix7yeCCtl,afrobeat,Ledi Coumbe,Ali Farka Touré,0.755,0.449
00zYtjzUkQbpb90Uh7XSNP,afrobeat,Sala Keba,Staff Benda Bilili,0.617,0.59
0s93E3YsMw1Wgnkih7619p,afrobeat,Ginger (feat. Wizkid),L.A.X,0.964,0.897
1mwt9hzaH7idmC5UCoOUkz,afrobeat,Diamonds,Rihanna,0.369,0.674
4jeGUWern0RJoveazBN6yR,afrobeat,Mogo - feat. Bertrand Cantat,Amadou & Mariam,0.522,0.701
6C6xlP5zYRhYSNI5ORl6Wd,afrobeat,Don't Dull,WizKid,0.925,0.799
2OuR1hZQQBk2GTo5cDtw2R,afrobeat,Baby Oku,Flavour,0.883,0.865
6dPj5BVcu3Sh9pOG1I6l5r,afrobeat,The Retreat Song,Miriam Makeba,0.746,0.266
0RdXMS28fH63l6Is3eHZXM,afrobeat,See Me So,2Baba,0.853,0.484
2Kn9cY1wz5ZDyBdSo0vvii,afrobeat,Gbagada Gbagada Gbogodo Gbogodo,Fela Kuti,0.818,0.635
5KvVJQzP8rYbxvbYXP3PO1,afrobeat,Amandrai,Various Artists,0.578,0.374
1MN5gnxpy3GeSFoldiWwGu,afrobeat,Bissa,Fatoumata Diawara,0.735,0.701
0JRBZ5RZGLhZKUoDIgaxQc,afrobeat,Amidinine,Bombino,0.699,0.862
2K15Edv21Uw9Cv5tBh8s9O,afrobeat,Bozos,Amadou & Mariam,0.935,0.774
7xefa61CMn5FZVmQQQfcuX,afrobeat,Mulatu,Mulatu Astatke,0.722,0.406
7ha7zYOryB0rpnMTa4S75U,afrobeat,Got 2 Luv U (feat. Alexis Jordan),Sean Paul,0.647,0.793
7fkyTmGlre6xoydp65KzZz,afrobeat,Ana Na Ming,Salif Keita,0.637,0.129
335KENcqELHR9UOlRSfN6T,afrobeat,Ecoute moi camarade,Various Artists,0.655,0.591
6JufTYmSErPhic1jK4IT8i,afrobeat,Ya Messinagh,Tinariwen,0.732,0.545
6KgrFtfas1ATDwuIiTL3wc,afrobeat,Erdi,Ali Farka Touré,0.775,0.703
4M90HjffovjuEZS0LdlIks,afrobeat,Icole,Oliver N'Goma,0.924,0.712
1Wqhdu7qwp3BNsQMremovv,alt-rock,Devil,Ours,0.213,0.567
3HWxpLKnTlz6jE3Vi5dTF2,alt-rock,I Am Trying to Break Your Heart,Wilco,0.429,0.536
4Az4FAhbPQ8PcT7BtuCfJh,alt-rock,Only Run,Clap Your Hands Say Yeah,0.196,0.84
7C7gszJBmB2ODqFyBsJkIb,alt-rock,Entertain,Sleater-Kinney,0.327,0.943
51UtgWS4z1eMPuLQOzPtNH,alt-rock,Amber,311,0.748,0.727
3RsjkOS5Dou8j3AM9ssgpy,alt-rock,Lazy Eye,Silversun Pickups,0.333,0.809
2WqK4182RvloQDTJojmfVa,alt-rock,I Love A Magician,Dismemberment Plan,0.346,0.994
3JRas7vmV7l3rjtQYNcLDN,alt-rock,Broken over You,Vertical Horizon,0.22,0.809
1xNhYOLcGR14v5JJLe7aaZ,alt-rock,Zone,John Frusciante,0.202,0.616
3nvVjT9VZMXTS95cctNLzc,alt-rock,Possibility Days,Counting Crows,0.252,0.519
1dmaXl48kB8627pNVww5fb,alt-rock,Thought Of Sound,The Rentals,0.359,0.836
7dQLapxqvTdWf1E5obJphd,alt-rock,In Its Pull,Half Japanese,0.372,0.942
4KoNBTm9a55KgLMtEaf3n6,alt-rock,If You Could Only See,Tonic,0.578,0.946
3354J49VpkbZJho7Ztdzpw,alt-rock,Jumper - 1998 Edit,Third Eye Blind,0.624,0.543
2SSBJhvMsujY94GK5JAtKs,alt-rock,Buena,Morphine,0.591,0.494
1gJ406ZSMlZWQGaUGIdVDS,alt-rock,Vibin',Big Dipper,0.55,0.594
5ghIJDpPoe3CfHMGu71E6T,alt-rock,Smells Like Teen Spirit,Nirvana,0.72,0.912
1ZozGivTAYsOwhy6LVHsPX,alt-rock,Kool Thing,Sonic Youth,0.254,0.82
1mMe0felnLtY2QjR7VcgrA,alt-rock,Do Or Die,Thirty Seconds To Mars,0.432,0.825
0dADgSWy2Q72BhpR6qLdkW,alt-rock,Take The Skinheads Bowling,Camper Van Beethoven,0.745,0.863
7rBMZvgeWnOTHWUh3Pvw51,alt-rock,Chloe Dancer/Crown Of Thorns,Mother Love Bone,0.267,0.362
4asjU3sDnn3002bTJIg2vZ,alt-rock,Missed the Boat,Modest Mouse,0.852,0.698
3zOvCNuRh0hX0Bua4eWJbs,alt-rock,Low,Cracker,0.444,0.676
3dZPApIwDKTgxoqBCb2aQZ,alt-rock,Do The Panic,Various Artists,0.794,0.608
1sjrDQXqAa9V07FjKIlAQ4,alt-rock,Hemorrhage (In My Hands),Fuel,0.372,0.823
5ciVbeefBaNOmaDXsN0amO,alt-rock,Everything Is Wrong,Interpol,0.432,0.848
4E6YM4V7Kz6zpbiNsliwEl,alt-rock,Just Like Honey,The Jesus and Mary Chain,0.535,0.437
06kqVxin2I9UDejcTUFqIl,alt-rock,Soft as Snow (But Warm Inside),my bloody valentine,0.394,0.87
68dF2fJhETbjO3BVr3WUHo,alt-rock,Song 2,Blur,0.855,0.709
6P98yCrDAOq32mjR2iCfDI,alt-rock,Slow Slow Fly,The Presidents Of The United States Of America,0.861,0.559
4Pm2TkSrMAcZWN4atEYpxn,alt-rock,Voices,Alice In Chains,0.142,0.767
5kwVVnZ8ZjJanBbGmrbHsb,alt-rock,She Builds Quick Machines,Velvet Revolver,0.673,0.883
1GM0KQbf5fGB0PmiRL3n2V,alt-rock,Walkin' On The Sun,Smash Mouth,0.967,0.973
0eKyHwckh9vQb8ncZ2DXCs,alt-rock,With Arms Wide Open,Creed,0.141,0.539
2lwwrWVKdf3LR9lbbhnr6R,alt-rock,Float On,Modest Mouse,0.553,0.888
18eR1w9NXigoppVRpdc4yk,alt-rock,Da Vinci,Weezer,0.578,0.631
5EZGI150qdlQg99RUnkItZ,alt-rock,The Pit,Silversun Pickups,0.513,0.733
5fACa4xWFViSWgrcGP9IMF,alt-rock,I Don't Give A Fuck,Buckcherry,0.849,0.83
4ryq4K6ZKg7MGptYlL7ES2,alt-rock,Jokerman,Various Artists,0.465,0.876
5ytrravfTnogHpfGzlqlHu,alt-rock,Something to Remind You,Staind,0.218,0.295
48iWbsOaBUAGzMdoSmqyg1,alt-rock,Lightning Crashes,Live,0.427,0.433
0NPSMuF3Vbp4SZRkLQW1wk,alt-rock,Gold Day,Sparklehorse,0.284,0.539
5RvEtk4ckEfGXkFigc3Oml,alt-rock,Passive,A Perfect Circle,0.116,0.729
1uIsJdRjJ1G2GEWZFjtpKq,alt-rock,Hold On Hope,Guided By Voices,0.164,0.504
6C7Zo57KvXSMdMZDW5fzD6,alt-rock,Nowhere Again,Secret Machines,0.252,0.904
4fd84O8tQzLkTyF3sXIdkh,alt-rock,Mistakes of My Youth,Eels,0.564,0.534
625QR3rZtbYlpKm2JisGab,alt-rock,Hedonism (Just Because You Feel Good),Skunk Anansie,0.312,0.536
25T5tvZS2OkO52nFDkFpYe,alt-rock,Indian Summer,Stereophonics,0.841,0.68
4DfGcn3VVcdmmJl1PWNAkv,alt-rock,Karate Lips,Electric Six,0.472,0.965
0uTKTbLNLKun66RFHBtsVt,alt-rock,A Million Random Digits,...And You Will Know Us by the Trail of Dead,0.197,0.851
3GEwVGbwzSyLqIvXsrafL8,alt-rock,My Desire,Interpol,0.517,0.787
351zlSrEZvnCB9Nbxi0dz0,alt-rock,Do It Nation,Half Japanese,0.649,0.968
6b9TJfqcmgWLgXnJB2KLSr,alt-rock,What Do You Say,Filter,0.4,0.929
5pPlWW8ZfCKRChQYvASHGT,alt-rock,Car,Built To Spill,0.356,0.545
5HKnWZRsDyGIrb6obvD0Yq,alt-rock,The Writing's on the Wall,OK Go,0.662,0.967
0E81UOGvTqck6jrS0QCOhF,alt-rock,Man On the Run,Bush,0.277,0.827
32rHadAy6b8xYgSq22C0r8,alt-rock,All Summer Long,Kid Rock,0.887,0.864
489LqT23pPrC8CqFFH7CPS,alt-rock,The Lonely LP,The Vaselines,0.591,0.853
6S1X3oZV4NwJejOYOSz4uj,alt-rock,Father Of Mine,Everclear,0.837,0.944
3z5ggGtcs4t8pizW521gW9,alt-rock,Pretend We're Dead,L7,0.911,0.789
2YfhATomatu6KrkowVceuR,alt-rock,Range Life,Pavement,0.734,0.728
5uDqT9eP1Jfdf7e2p6VIGt,alt-rock,In 'n' Out of Grace,Mudhoney,0.489,0.921
0jWYqV3YgQ5PjqeZ7qCoOB,alt-rock,If I Were Me,Sound City - Real to Reel,0.361,0.461
07jUylEMp4LBOWZagde8tF,alt-rock,Big Empty,Stone Temple Pilots,0.303,0.716
